b7K1p7	1	GA	c_char_p(35058084)
yMX3vt	1	GA	c_char_p(53637012)
ABx6KX	1	GA	c_char_p(71958884)
zbMjpI	1	GA	c_char_p(32687188)
zY4wqz	1	GA	c_char_p(56522644)
k0rTQV	1	GA	c_char_p(48542932)
85LSBE	36	GA	c_char_p(34047924)
7unSFA	7	GA	c_char_p(35766740)
5OM65u	16	GA	c_char_p(46596116)
Aq2gBB	2	GA	c_char_p(33297108)
4dwBHm	1	GA	c_char_p(35757172)
uGYJrZ	3	GA	c_char_p(32775860)
wtTtVb	2	GA	c_char_p(32498228)
mNYfwY	1	GA	c_char_p(33339156)
105uF	10	GA	c_char_p(33047444)
x20N	1	GA	c_char_p(36192756)
b2uIyI	2	GA	c_char_p(32651172)
xLXjFI	1	GA	c_char_p(64179236)
RfKyy	9	GA	c_char_p(52642116)
zdlHnp	1	GA	c_char_p(35088996)
zfTyoH	7	GA	c_char_p(33380868)
bREk8i	1	GA	c_char_p(35775412)
zDzoKJ	1	GA	c_char_p(32527284)
1nwTyd	2	GA	c_char_p(34901236)
6JoQec	24	GA	c_char_p(32491940)
w9Y3da	12	GA	c_char_p(32696420)
AAZrIE	2	GA	c_char_p(72515540)
x4ZvmY	1	GA	c_char_p(90465684)
OTaxg	1	GA	c_char_p(32766788)
Av3Uqw	1	GA	c_char_p(42797764)
zGevyz	1	GA	c_char_p(32916004)
5y7GeJ	11	GA	c_char_p(32697940)
w2SsAN	2	GA	c_char_p(34620420)
bsYPhS	1	GA	c_char_p(35872596)
wovU97	1	GA	c_char_p(32898564)
xzMFCp	41	GA	c_char_p(32609972)
4tSh9L	1	GA	c_char_p(33275876)
w1KEJs	3	GA	c_char_p(32633092)
d0iKKk	1	GA	c_char_p(34454212)
89BTGc	10	GA	c_char_p(32399780)
rUrTN1	1	GA	c_char_p(33399380)
9rcmgE	1	GA	c_char_p(36409844)
f8zxQx	1	GA	c_char_p(32729540)
yowC5u	1	GA	c_char_p(33324740)
u00RkQ	1	GA	c_char_p(50466836)
zTFYgW	1	GA	c_char_p(32801348)
8nffhD	11	GA	c_char_p(32716564)
4ZjPJW	2	GA	c_char_p(48587940)
yRQiwq	3	GA	c_char_p(35808340)
vnrjr0	1	GA	c_char_p(33351780)
xreHeV	1	GA	c_char_p(72914756)
aqq5tQ	1	GA	c_char_p(47745764)
luiUY	1	GA	c_char_p(32607380)
vOSNPd	4	GA	c_char_p(46706580)
z8sZhn	2	GA	c_char_p(34582996)
mXPpr	1	GA	c_char_p(72521604)
nQFFyb	1	GA	c_char_p(52511828)
Stnj	1	GA	c_char_p(32981028)
hHJOXn	1	GA	c_char_p(35773188)
xkLUJu	1	GA	c_char_p(56540644)
pAaMis	1	GA	c_char_p(50460308)
wICmQR	2	GA	c_char_p(34925796)
