xa6qIG	1	VA	house white state union video watch enhanced transparency commitment browse house white logs visitor wait executive actions president obama federal receipt tax federal dollars tax spent people petitions create sign house inside white tour interactive event live facebook discussion participate click member facebook give click questions comments httpwwwwhitehousegovvideo ondemand library
zkzZ47	2	VA	volcanic natural island hazards sea red december zubair pulse 60 violent rising yemeni sea navy activity helicopter captured video northern 23 began sulfor 40 located edge details eruptions dioxide white 2011 red satellite shallow forming eruption coast middecember reported imagery kilometers satellites revealed explosions recent saba showed island highresolution submarine
yH2fMy	4	VA	grant grantsgov opportunities synopsis opportunity find precedence service disk electronic click information grant provide notification send inconsistency document email resolved notifications printed address opportunity emails change receive thing giving original requestedany modification description represent newest file oldest previous shown documents current document sections files background representing modifications arranged changed list
Fk0o7	1	VA	united army states magazine soldiers check worry send internet war chats families schedule read phone regular packages emails care natural calls soldier bearing signs competition contests written 2011 final stiffasaboard warrior read faces hours telling competitors bodies domestic allegiance states enemies united constitution support solemnly read bear true faith 17
zd6lUv	4	VA	grant grantsgov opportunities synopsis opportunity find precedence service disk electronic click information grant provide notification send inconsistency document email resolved notifications printed address opportunity emails change receive thing giving original requestedany modification description represent newest file oldest previous shown documents current document sections files background representing modifications arranged changed list
g9ZQJ0	1	VA	house white state union video watch enhanced transparency commitment browse house white logs visitor wait executive actions president obama federal receipt tax federal dollars tax spent people petitions create sign house inside white tour interactive event live facebook discussion participate click member facebook give click questions comments httpwwwwhitehousegovvideo ondemand library
xi7vXh	1	VA	6 jobs january friday rigov hot dlt 2012 statewide number rate hourly based employer location ri channel 10 apprenticejourneyman job 681893 plumber experience ginos plumbing position shield 681801 number blue reconciliation based service cross employer providence location ri channel hourly job audit 12 manager experience position rate bristol hour 681376
f0dwED	9	VA	reform results winning future responsibility department education ranking committee miller kline member chairman members obamas today agenda president education opportunity talk committee senate reduce dual administrations education secure spoke efficient commitments investing week emphasized budget spending future months grade pass reflected grants learning issues span pell written statement today happy
fdgoBb	8	VA	productivity flexibility practices promising department education states flexibility education leaders highlighting spending productively pressures state department unprecedented today funds released address dollars budget federal practices promising spend national education impact duncan spending negative call redirect guiding offer students wrong cut press opportunity seize priorities minimize important principle arne secretary resources
cfsgOu	1	VA	hhs mental service returning agreement sign increase defense health members military department services counseling serving corps memorandum people competitive years assigned facilities fighters including human issues partners negotiated promote group knowledge workers offers 4 include carolina affected returning continues insomnia psychiatric primary emergencies joint dodphs georgia therapy deployment report join
gTIQai	8	VA	parent miami academy county dade department education resources family community county initiative questions find group additional district implementation engagement strategy call turnaround resources academy runs vitti part school miami attached nikolai superintendent directly national share webinar pass information documents kind research encourage sig youll week supporting parent wanted working tpa
z5NZQg	1	VA	flashlight led target fire burn hazards due sets recalls named washington instructed voluntary consumers illegal commission safety cooperation announced firm product stop dc recalled resell attempt immediately products today recall consumer flashlight product led 6pc sets units 55000 target minn corporation minneapolis importer flashlights fire burn turned hazard heat posing
